event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,appliance_id,label,month,cost_TOU_D,energy_TOU_D,cost_TOU_D_Base,energy_TOU_D_Base
Fridge-Freezer_2014-06-21_13,Fridge-Freezer,Appliance1,Base,2014-06-21 16:38:00,2014-06-21 17:28:00,50.0,5895.21,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.053,0.0983,0.059,0.0983
Fridge-Freezer_2014-06-21_14,Fridge-Freezer,Appliance1,Base,2014-06-21 18:33:00,2014-06-21 19:12:00,39.0,5631.24,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0563,0.0939,0.0563,0.0939
Fridge-Freezer_2014-06-21_15,Fridge-Freezer,Appliance1,Base,2014-06-21 20:16:00,2014-06-21 21:01:00,45.0,5548.3,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0444,0.0925,0.0555,0.0925
Fridge-Freezer_2014-06-21_16,Fridge-Freezer,Appliance1,Base,2014-06-21 21:59:00,2014-06-21 22:56:00,57.0,5271.33,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0422,0.0879,0.0527,0.0879
Fridge-Freezer_2014-06-21_17,Fridge-Freezer,Appliance1,Base,2014-06-21 23:40:00,2014-06-22 00:18:00,38.0,3471.46,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0258,0.0579,0.0347,0.0579
Fridge-Freezer_2014-06-22_01,Fridge-Freezer,Appliance1,Base,2014-06-22 00:25:00,2014-06-22 00:51:00,26.0,2068.25,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0138,0.0345,0.0207,0.0345
Fridge-Freezer_2014-06-22_02,Fridge-Freezer,Appliance1,Base,2014-06-22 01:23:00,2014-06-22 02:00:00,37.0,3330.8,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0222,0.0555,0.0333,0.0555
Fridge-Freezer_2014-06-22_03,Fridge-Freezer,Appliance1,Base,2014-06-22 02:22:00,2014-06-22 02:46:00,24.0,1924.76,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0128,0.0321,0.0192,0.0321
Fridge-Freezer_2014-06-22_04,Fridge-Freezer,Appliance1,Base,2014-06-22 03:05:00,2014-06-22 03:42:00,37.0,3294.33,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.022,0.0549,0.0329,0.0549
Fridge-Freezer_2014-06-22_05,Fridge-Freezer,Appliance1,Base,2014-06-22 04:21:00,2014-06-22 04:45:00,24.0,1875.27,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0125,0.0313,0.0188,0.0313
Fridge-Freezer_2014-06-22_06,Fridge-Freezer,Appliance1,Base,2014-06-22 04:47:00,2014-06-22 05:23:00,36.0,3271.66,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0218,0.0545,0.0327,0.0545
Fridge-Freezer_2014-06-22_07,Fridge-Freezer,Appliance1,Base,2014-06-22 06:21:00,2014-06-22 07:06:00,45.0,5521.99,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0368,0.092,0.0552,0.092
Fridge-Freezer_2014-06-22_08,Fridge-Freezer,Appliance1,Base,2014-06-22 08:12:00,2014-06-22 08:48:00,36.0,5490.6,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0366,0.0915,0.0549,0.0915
Fridge-Freezer_2014-06-22_09,Fridge-Freezer,Appliance1,Base,2014-06-22 09:54:00,2014-06-22 10:44:00,50.0,4890.75,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0326,0.0815,0.0489,0.0815
Fridge-Freezer_2014-06-22_10,Fridge-Freezer,Appliance1,Base,2014-06-22 11:35:00,2014-06-22 12:11:00,36.0,3229.77,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0215,0.0538,0.0323,0.0538
Fridge-Freezer_2014-06-22_11,Fridge-Freezer,Appliance1,Base,2014-06-22 12:14:00,2014-06-22 12:48:00,34.0,2628.5,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0175,0.0438,0.0263,0.0438
Fridge-Freezer_2014-06-22_12,Fridge-Freezer,Appliance1,Base,2014-06-22 13:16:00,2014-06-22 13:53:00,37.0,3325.1,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0222,0.0554,0.0333,0.0554
Fridge-Freezer_2014-06-22_13,Fridge-Freezer,Appliance1,Base,2014-06-22 14:15:00,2014-06-22 14:42:00,27.0,2117.31,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0169,0.0353,0.0212,0.0353
Fridge-Freezer_2014-06-22_14,Fridge-Freezer,Appliance1,Base,2014-06-22 14:57:00,2014-06-22 15:36:00,39.0,3440.68,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0275,0.0573,0.0344,0.0573
Fridge-Freezer_2014-06-22_15,Fridge-Freezer,Appliance1,Base,2014-06-22 16:10:00,2014-06-22 16:36:00,26.0,1930.84,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0154,0.0322,0.0193,0.0322
Fridge-Freezer_2014-06-22_16,Fridge-Freezer,Appliance1,Base,2014-06-22 16:40:00,2014-06-22 17:18:00,38.0,3395.28,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0301,0.0566,0.034,0.0566
Fridge-Freezer_2014-06-22_17,Fridge-Freezer,Appliance1,Base,2014-06-22 17:42:00,2014-06-22 18:57:00,75.0,7058.88,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0706,0.1176,0.0706,0.1176
Fridge-Freezer_2014-06-22_18,Fridge-Freezer,Appliance1,Base,2014-06-22 19:14:00,2014-06-22 19:46:00,32.0,2478.96,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0248,0.0413,0.0248,0.0413
Fridge-Freezer_2014-06-22_19,Fridge-Freezer,Appliance1,Base,2014-06-22 19:55:00,2014-06-22 20:36:00,41.0,3599.17,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0297,0.06,0.036,0.06
Fridge-Freezer_2014-06-22_20,Fridge-Freezer,Appliance1,Base,2014-06-22 21:12:00,2014-06-22 22:17:00,65.0,5577.06,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0446,0.093,0.0558,0.093
Fridge-Freezer_2014-06-22_21,Fridge-Freezer,Appliance1,Base,2014-06-22 23:04:00,2014-06-23 00:00:00,56.0,5616.44,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0449,0.0936,0.0562,0.0936
Fridge-Freezer_2014-06-23_01,Fridge-Freezer,Appliance1,Base,2014-06-23 01:01:00,2014-06-23 01:42:00,41.0,5491.71,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0366,0.0915,0.0549,0.0915
Fridge-Freezer_2014-06-23_02,Fridge-Freezer,Appliance1,Base,2014-06-23 02:46:00,2014-06-23 03:26:00,40.0,5362.01,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0357,0.0894,0.0536,0.0894
Fridge-Freezer_2014-06-23_03,Fridge-Freezer,Appliance1,Base,2014-06-23 04:27:00,2014-06-23 05:23:00,56.0,5205.52,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0347,0.0868,0.0521,0.0868
Fridge-Freezer_2014-06-23_04,Fridge-Freezer,Appliance1,Base,2014-06-23 06:08:00,2014-06-23 06:46:00,38.0,3280.97,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0219,0.0547,0.0328,0.0547
Fridge-Freezer_2014-06-23_05,Fridge-Freezer,Appliance1,Base,2014-06-23 06:49:00,2014-06-23 07:17:00,28.0,2193.7,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0146,0.0366,0.0219,0.0366
Fridge-Freezer_2014-06-23_06,Fridge-Freezer,Appliance1,Base,2014-06-23 07:20:00,2014-06-23 07:25:00,5.0,46.2,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0003,0.0008,0.0005,0.0008
Fridge-Freezer_2014-06-23_07,Fridge-Freezer,Appliance1,Base,2014-06-23 07:49:00,2014-06-23 08:27:00,38.0,3336.88,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0222,0.0556,0.0334,0.0556
Fridge-Freezer_2014-06-23_08,Fridge-Freezer,Appliance1,Base,2014-06-23 08:38:00,2014-06-23 09:05:00,27.0,2081.67,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0139,0.0347,0.0208,0.0347
Fridge-Freezer_2014-06-23_09,Fridge-Freezer,Appliance1,Base,2014-06-23 09:32:00,2014-06-23 10:10:00,38.0,2692.16,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0179,0.0449,0.0269,0.0449
Fridge-Freezer_2014-06-23_10,Fridge-Freezer,Appliance1,Base,2014-06-23 10:34:00,2014-06-23 10:57:00,23.0,1806.07,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.012,0.0301,0.0181,0.0301
Fridge-Freezer_2014-06-23_11,Fridge-Freezer,Appliance1,Base,2014-06-23 11:13:00,2014-06-23 11:51:00,38.0,3326.13,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0222,0.0554,0.0333,0.0554
Fridge-Freezer_2014-06-23_12,Fridge-Freezer,Appliance1,Base,2014-06-23 12:10:00,2014-06-23 12:45:00,35.0,2485.6,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0166,0.0414,0.0249,0.0414
Fridge-Freezer_2014-06-23_13,Fridge-Freezer,Appliance1,Base,2014-06-23 12:55:00,2014-06-23 13:34:00,39.0,3427.72,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0229,0.0571,0.0343,0.0571
Fridge-Freezer_2014-06-23_14,Fridge-Freezer,Appliance1,Base,2014-06-23 13:57:00,2014-06-23 14:29:00,32.0,2454.12,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0193,0.0409,0.0245,0.0409
Fridge-Freezer_2014-06-23_15,Fridge-Freezer,Appliance1,Base,2014-06-23 14:38:00,2014-06-23 15:22:00,44.0,3784.43,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0303,0.0631,0.0378,0.0631
Fridge-Freezer_2014-06-23_16,Fridge-Freezer,Appliance1,Base,2014-06-23 15:41:00,2014-06-23 16:14:00,33.0,2558.83,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0205,0.0426,0.0256,0.0426
Fridge-Freezer_2014-06-23_17,Fridge-Freezer,Appliance1,Base,2014-06-23 16:23:00,2014-06-23 17:09:00,46.0,3913.85,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0327,0.0652,0.0391,0.0652
Fridge-Freezer_2014-06-23_18,Fridge-Freezer,Appliance1,Base,2014-06-23 17:16:00,2014-06-23 17:53:00,37.0,2866.53,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0287,0.0478,0.0287,0.0478
Fridge-Freezer_2014-06-23_19,Fridge-Freezer,Appliance1,Base,2014-06-23 18:04:00,2014-06-23 18:49:00,45.0,4007.84,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0401,0.0668,0.0401,0.0668
Fridge-Freezer_2014-06-23_20,Fridge-Freezer,Appliance1,Base,2014-06-23 19:01:00,2014-06-23 19:34:00,33.0,2533.37,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0253,0.0422,0.0253,0.0422
Fridge-Freezer_2014-06-23_21,Fridge-Freezer,Appliance1,Base,2014-06-23 19:50:00,2014-06-23 20:30:00,40.0,3599.8,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0308,0.06,0.036,0.06
Fridge-Freezer_2014-06-23_22,Fridge-Freezer,Appliance1,Base,2014-06-23 20:47:00,2014-06-23 21:19:00,32.0,2388.9,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0191,0.0398,0.0239,0.0398
Fridge-Freezer_2014-06-23_23,Fridge-Freezer,Appliance1,Base,2014-06-23 21:33:00,2014-06-23 22:13:00,40.0,3592.52,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0287,0.0599,0.0359,0.0599
Fridge-Freezer_2014-06-23_24,Fridge-Freezer,Appliance1,Base,2014-06-23 22:34:00,2014-06-23 23:03:00,29.0,2205.57,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0176,0.0368,0.0221,0.0368
Fridge-Freezer_2014-06-23_25,Fridge-Freezer,Appliance1,Base,2014-06-23 23:16:00,2014-06-23 23:56:00,40.0,3534.21,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0283,0.0589,0.0353,0.0589
Fridge-Freezer_2014-06-24_01,Fridge-Freezer,Appliance1,Base,2014-06-24 00:23:00,2014-06-24 00:51:00,28.0,2172.74,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0145,0.0362,0.0217,0.0362
Fridge-Freezer_2014-06-24_02,Fridge-Freezer,Appliance1,Base,2014-06-24 00:59:00,2014-06-24 01:38:00,39.0,3493.27,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0233,0.0582,0.0349,0.0582
Fridge-Freezer_2014-06-24_03,Fridge-Freezer,Appliance1,Base,2014-06-24 02:15:00,2014-06-24 02:41:00,26.0,2001.37,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0133,0.0334,0.02,0.0334
Fridge-Freezer_2014-06-24_04,Fridge-Freezer,Appliance1,Base,2014-06-24 02:43:00,2014-06-24 03:21:00,38.0,3438.92,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0229,0.0573,0.0344,0.0573
Fridge-Freezer_2014-06-24_05,Fridge-Freezer,Appliance1,Base,2014-06-24 04:09:00,2014-06-24 05:04:00,55.0,5293.57,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0353,0.0882,0.0529,0.0882
Fridge-Freezer_2014-06-24_06,Fridge-Freezer,Appliance1,Base,2014-06-24 06:02:00,2014-06-24 06:47:00,45.0,5151.98,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0343,0.0859,0.0515,0.0859
Fridge-Freezer_2014-06-24_07,Fridge-Freezer,Appliance1,Base,2014-06-24 07:46:00,2014-06-24 08:29:00,43.0,5537.5,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0369,0.0923,0.0554,0.0923
Fridge-Freezer_2014-06-24_08,Fridge-Freezer,Appliance1,Base,2014-06-24 09:27:00,2014-06-24 10:08:00,41.0,5648.34,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0377,0.0941,0.0565,0.0941
Fridge-Freezer_2014-06-24_09,Fridge-Freezer,Appliance1,Base,2014-06-24 11:09:00,2014-06-24 12:13:00,64.0,8262.5,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0551,0.1377,0.0826,0.1377
Fridge-Freezer_2014-06-24_10,Fridge-Freezer,Appliance1,Base,2014-06-24 12:51:00,2014-06-24 13:46:00,55.0,7996.43,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0533,0.1333,0.08,0.1333
Fridge-Freezer_2014-06-24_11,Fridge-Freezer,Appliance1,Base,2014-06-24 14:34:00,2014-06-24 15:36:00,62.0,6417.64,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0513,0.107,0.0642,0.107
Fridge-Freezer_2014-06-24_12,Fridge-Freezer,Appliance1,Base,2014-06-24 16:12:00,2014-06-24 16:53:00,41.0,3594.88,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0288,0.0599,0.0359,0.0599
Fridge-Freezer_2014-06-24_13,Fridge-Freezer,Appliance1,Base,2014-06-24 16:55:00,2014-06-24 17:25:00,30.0,2263.83,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0218,0.0377,0.0226,0.0377
Fridge-Freezer_2014-06-24_14,Fridge-Freezer,Appliance1,Base,2014-06-24 17:51:00,2014-06-24 18:32:00,41.0,3515.51,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0352,0.0586,0.0352,0.0586
Fridge-Freezer_2014-06-24_15,Fridge-Freezer,Appliance1,Base,2014-06-24 18:47:00,2014-06-24 19:15:00,28.0,2137.15,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0214,0.0356,0.0214,0.0356
Fridge-Freezer_2014-06-24_16,Fridge-Freezer,Appliance1,Base,2014-06-24 19:31:00,2014-06-24 20:10:00,39.0,3442.54,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0329,0.0574,0.0344,0.0574
Fridge-Freezer_2014-06-24_17,Fridge-Freezer,Appliance1,Base,2014-06-24 20:41:00,2014-06-24 21:07:00,26.0,1977.26,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0158,0.033,0.0198,0.033
Fridge-Freezer_2014-06-24_18,Fridge-Freezer,Appliance1,Base,2014-06-24 21:11:00,2014-06-24 22:42:00,91.0,7765.99,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0621,0.1294,0.0777,0.1294
Fridge-Freezer_2014-06-24_19,Fridge-Freezer,Appliance1,Base,2014-06-24 23:04:00,2014-06-24 23:58:00,54.0,4726.27,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0378,0.0788,0.0473,0.0788
Fridge-Freezer_2014-06-25_01,Fridge-Freezer,Appliance1,Base,2014-06-25 00:09:00,2014-06-25 00:34:00,25.0,1944.29,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.013,0.0324,0.0194,0.0324
Fridge-Freezer_2014-06-25_02,Fridge-Freezer,Appliance1,Base,2014-06-25 00:49:00,2014-06-25 01:38:00,49.0,4316.24,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0288,0.0719,0.0432,0.0719
Fridge-Freezer_2014-06-25_03,Fridge-Freezer,Appliance1,Base,2014-06-25 02:02:00,2014-06-25 02:27:00,25.0,1879.6,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0125,0.0313,0.0188,0.0313
Fridge-Freezer_2014-06-25_04,Fridge-Freezer,Appliance1,Base,2014-06-25 02:29:00,2014-06-25 03:18:00,49.0,4290.34,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0286,0.0715,0.0429,0.0715
Fridge-Freezer_2014-06-25_05,Fridge-Freezer,Appliance1,Base,2014-06-25 03:59:00,2014-06-25 04:55:00,56.0,5960.13,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0397,0.0993,0.0596,0.0993
Fridge-Freezer_2014-06-25_06,Fridge-Freezer,Appliance1,Base,2014-06-25 05:48:00,2014-06-25 06:35:00,47.0,6128.97,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0409,0.1021,0.0613,0.1021
Fridge-Freezer_2014-06-25_07,Fridge-Freezer,Appliance1,Base,2014-06-25 07:27:00,2014-06-25 08:13:00,46.0,6327.84,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0422,0.1055,0.0633,0.1055
Fridge-Freezer_2014-06-25_08,Fridge-Freezer,Appliance1,Base,2014-06-25 09:07:00,2014-06-25 10:04:00,57.0,5593.06,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0373,0.0932,0.0559,0.0932
Fridge-Freezer_2014-06-25_09,Fridge-Freezer,Appliance1,Base,2014-06-25 10:45:00,2014-06-25 11:27:00,42.0,3721.32,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0248,0.062,0.0372,0.062
Fridge-Freezer_2014-06-25_10,Fridge-Freezer,Appliance1,Base,2014-06-25 11:36:00,2014-06-25 12:03:00,27.0,1888.0,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0126,0.0315,0.0189,0.0315
Fridge-Freezer_2014-06-25_11,Fridge-Freezer,Appliance1,Base,2014-06-25 12:23:00,2014-06-25 13:05:00,42.0,3749.16,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.025,0.0625,0.0375,0.0625
Fridge-Freezer_2014-06-25_12,Fridge-Freezer,Appliance1,Base,2014-06-25 13:12:00,2014-06-25 13:43:00,31.0,2388.2,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0159,0.0398,0.0239,0.0398
Fridge-Freezer_2014-06-25_13,Fridge-Freezer,Appliance1,Base,2014-06-25 14:00:00,2014-06-25 14:44:00,44.0,3911.87,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0313,0.0652,0.0391,0.0652
Fridge-Freezer_2014-06-25_14,Fridge-Freezer,Appliance1,Base,2014-06-25 15:04:00,2014-06-25 15:32:00,28.0,2180.89,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0174,0.0363,0.0218,0.0363
Fridge-Freezer_2014-06-25_15,Fridge-Freezer,Appliance1,Base,2014-06-25 15:40:00,2014-06-25 16:23:00,43.0,3795.42,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0304,0.0633,0.038,0.0633
Fridge-Freezer_2014-06-25_16,Fridge-Freezer,Appliance1,Base,2014-06-25 17:01:00,2014-06-25 18:01:00,60.0,5932.31,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0593,0.0989,0.0593,0.0989
Fridge-Freezer_2014-06-25_17,Fridge-Freezer,Appliance1,Base,2014-06-25 18:41:00,2014-06-25 19:41:00,60.0,7221.64,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0722,0.1204,0.0722,0.1204
Fridge-Freezer_2014-06-25_18,Fridge-Freezer,Appliance1,Base,2014-06-25 20:37:00,2014-06-25 21:20:00,43.0,6113.42,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0489,0.1019,0.0611,0.1019
Fridge-Freezer_2014-06-25_19,Fridge-Freezer,Appliance1,Base,2014-06-25 22:20:00,2014-06-25 23:09:00,49.0,5719.55,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0458,0.0953,0.0572,0.0953
Fridge-Freezer_2014-06-26_01,Fridge-Freezer,Appliance1,Base,2014-06-26 00:00:00,2014-06-26 01:06:00,66.0,5625.21,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0375,0.0938,0.0563,0.0938
Fridge-Freezer_2014-06-26_02,Fridge-Freezer,Appliance1,Base,2014-06-26 01:42:00,2014-06-26 02:19:00,37.0,3359.58,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0224,0.056,0.0336,0.056
Fridge-Freezer_2014-06-26_03,Fridge-Freezer,Appliance1,Base,2014-06-26 02:39:00,2014-06-26 03:04:00,25.0,1956.96,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.013,0.0326,0.0196,0.0326
Fridge-Freezer_2014-06-26_04,Fridge-Freezer,Appliance1,Base,2014-06-26 03:23:00,2014-06-26 04:00:00,37.0,3291.82,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0219,0.0549,0.0329,0.0549
Fridge-Freezer_2014-06-26_05,Fridge-Freezer,Appliance1,Base,2014-06-26 04:41:00,2014-06-26 05:40:00,59.0,5392.53,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.036,0.0899,0.0539,0.0899
Fridge-Freezer_2014-06-26_06,Fridge-Freezer,Appliance1,Base,2014-06-26 06:44:00,2014-06-26 07:24:00,40.0,5915.02,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0394,0.0986,0.0592,0.0986
Fridge-Freezer_2014-06-26_07,Fridge-Freezer,Appliance1,Base,2014-06-26 08:26:00,2014-06-26 09:03:00,37.0,3231.76,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0215,0.0539,0.0323,0.0539
Fridge-Freezer_2014-06-26_08,Fridge-Freezer,Appliance1,Base,2014-06-26 09:04:00,2014-06-26 09:29:00,25.0,1901.0,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0127,0.0317,0.019,0.0317
Fridge-Freezer_2014-06-26_09,Fridge-Freezer,Appliance1,Base,2014-06-26 10:09:00,2014-06-26 10:45:00,36.0,3173.98,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0212,0.0529,0.0317,0.0529
Fridge-Freezer_2014-06-26_10,Fridge-Freezer,Appliance1,Base,2014-06-26 11:09:00,2014-06-26 11:43:00,34.0,2421.48,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0161,0.0404,0.0242,0.0404
Fridge-Freezer_2014-06-26_11,Fridge-Freezer,Appliance1,Base,2014-06-26 11:51:00,2014-06-26 12:28:00,37.0,3255.29,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0217,0.0543,0.0326,0.0543
Fridge-Freezer_2014-06-26_12,Fridge-Freezer,Appliance1,Base,2014-06-26 13:23:00,2014-06-26 14:11:00,48.0,5412.34,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0372,0.0902,0.0541,0.0902
Fridge-Freezer_2014-06-26_13,Fridge-Freezer,Appliance1,Base,2014-06-26 15:16:00,2014-06-26 16:01:00,45.0,5646.72,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0452,0.0941,0.0565,0.0941
Fridge-Freezer_2014-06-26_14,Fridge-Freezer,Appliance1,Base,2014-06-26 16:54:00,2014-06-26 18:03:00,69.0,6977.89,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0685,0.1163,0.0698,0.1163
Fridge-Freezer_2014-06-26_15,Fridge-Freezer,Appliance1,Base,2014-06-26 18:38:00,2014-06-26 19:17:00,39.0,3400.0,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.034,0.0567,0.034,0.0567
Fridge-Freezer_2014-06-26_16,Fridge-Freezer,Appliance1,Base,2014-06-26 19:34:00,2014-06-26 20:02:00,28.0,2172.01,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0215,0.0362,0.0217,0.0362
Fridge-Freezer_2014-06-26_17,Fridge-Freezer,Appliance1,Base,2014-06-26 20:23:00,2014-06-26 21:00:00,37.0,3252.48,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.026,0.0542,0.0325,0.0542
Fridge-Freezer_2014-06-26_18,Fridge-Freezer,Appliance1,Base,2014-06-26 21:36:00,2014-06-26 22:02:00,26.0,2036.74,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0163,0.0339,0.0204,0.0339
Fridge-Freezer_2014-06-26_19,Fridge-Freezer,Appliance1,Base,2014-06-26 22:05:00,2014-06-26 22:42:00,37.0,3295.2,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0264,0.0549,0.033,0.0549
Fridge-Freezer_2014-06-26_20,Fridge-Freezer,Appliance1,Base,2014-06-26 23:39:00,2014-06-27 00:23:00,44.0,5154.54,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0385,0.0859,0.0515,0.0859
Fridge-Freezer_2014-06-27_01,Fridge-Freezer,Appliance1,Base,2014-06-27 01:28:00,2014-06-27 02:08:00,40.0,5169.82,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0345,0.0862,0.0517,0.0862
Fridge-Freezer_2014-06-27_02,Fridge-Freezer,Appliance1,Base,2014-06-27 03:09:00,2014-06-27 03:45:00,36.0,3179.68,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0212,0.053,0.0318,0.053
Fridge-Freezer_2014-06-27_03,Fridge-Freezer,Appliance1,Base,2014-06-27 03:46:00,2014-06-27 04:10:00,24.0,1873.61,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0125,0.0312,0.0187,0.0312
Fridge-Freezer_2014-06-27_04,Fridge-Freezer,Appliance1,Base,2014-06-27 04:50:00,2014-06-27 05:25:00,35.0,3159.38,False,Appliance1,Appliance1 (Fridge-Freezer),2014-06,0.0211,0.0527,0.0316,0.0527
