event_id,appliance_name,appliance_ID,Shiftability,start_time,end_time,duration(min),energy(W),is_reschedulable,appliance_id,label,month,cost_Germany_Variable,energy_Germany_Variable,cost_Germany_Variable_Base,energy_Germany_Variable_Base
Washing_Machine_2014-06-15_01,Washing Machine,Appliance3,Shiftable,2014-06-15 08:52:00,2014-06-15 10:01:00,69.0,16896.4,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.0845,0.2816,0.0957,0.2816
Washing_Machine_2014-06-21_01,Washing Machine,Appliance3,Shiftable,2014-06-21 07:01:00,2014-06-21 08:11:00,70.0,24460.5,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1069,0.4077,0.1386,0.4077
Washing_Machine_2014-06-21_02,Washing Machine,Appliance3,Shiftable,2014-06-21 08:56:00,2014-06-21 10:06:00,70.0,23286.09,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1164,0.3881,0.132,0.3881
Washing_Machine_2014-06-21_03,Washing Machine,Appliance3,Shiftable,2014-06-21 13:07:00,2014-06-21 14:16:00,69.0,21716.05,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1231,0.3619,0.1231,0.3619
Washing_Machine_2014-06-21_04,Washing Machine,Appliance3,Shiftable,2014-06-21 15:31:00,2014-06-21 16:38:00,67.0,15872.49,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.089,0.2645,0.0899,0.2645
Washing_Machine_2014-06-22_01,Washing Machine,Appliance3,Shiftable,2014-06-22 06:29:00,2014-06-22 07:36:00,67.0,21073.52,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.0913,0.3512,0.1194,0.3512
Washing_Machine_2014-06-22_02,Washing Machine,Appliance3,Shiftable,2014-06-22 09:14:00,2014-06-22 10:29:00,75.0,25818.77,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1291,0.4303,0.1463,0.4303
Washing_Machine_2014-06-22_03,Washing Machine,Appliance3,Shiftable,2014-06-22 10:47:00,2014-06-22 11:57:00,70.0,19395.65,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.097,0.3233,0.1099,0.3233
Washing_Machine_2014-06-22_04,Washing Machine,Appliance3,Shiftable,2014-06-22 12:21:00,2014-06-22 13:30:00,69.0,17964.95,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1018,0.2994,0.1018,0.2994
Washing_Machine_2014-06-24_01,Washing Machine,Appliance3,Shiftable,2014-06-24 16:19:00,2014-06-24 16:57:00,38.0,7708.79,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.0411,0.1285,0.0437,0.1285
Washing_Machine_2014-06-26_01,Washing Machine,Appliance3,Shiftable,2014-06-26 16:04:00,2014-06-26 17:13:00,69.0,22093.27,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1178,0.3682,0.1252,0.3682
Washing_Machine_2014-06-27_01,Washing Machine,Appliance3,Shiftable,2014-06-27 00:12:00,2014-06-27 00:17:00,5.0,111.2,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.0004,0.0019,0.0006,0.0019
Washing_Machine_2014-06-27_02,Washing Machine,Appliance3,Shiftable,2014-06-27 06:04:00,2014-06-27 07:14:00,70.0,20431.17,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.0885,0.3405,0.1158,0.3405
Washing_Machine_2014-06-27_03,Washing Machine,Appliance3,Shiftable,2014-06-27 14:48:00,2014-06-27 15:58:00,70.0,23279.7,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1319,0.388,0.1319,0.388
Washing_Machine_2014-06-29_01,Washing Machine,Appliance3,Shiftable,2014-06-29 14:13:00,2014-06-29 15:22:00,69.0,30388.88,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1722,0.5065,0.1722,0.5065
Washing_Machine_2014-06-29_02,Washing Machine,Appliance3,Shiftable,2014-06-29 15:28:00,2014-06-29 16:45:00,77.0,25640.04,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.1438,0.4273,0.1453,0.4273
Washing_Machine_2014-06-30_01,Washing Machine,Appliance3,Shiftable,2014-06-30 16:05:00,2014-06-30 16:06:00,1.0,12.8,True,Appliance3,Appliance3 (Washing Machine),2014-06,0.0001,0.0002,0.0001,0.0002
Washing_Machine_2014-07-01_01,Washing Machine,Appliance3,Shiftable,2014-07-01 17:21:00,2014-07-01 18:02:00,41.0,14252.8,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.076,0.2375,0.0808,0.2375
Washing_Machine_2014-07-01_02,Washing Machine,Appliance3,Shiftable,2014-07-01 18:50:00,2014-07-01 18:51:00,1.0,17.0,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0001,0.0003,0.0001,0.0003
Washing_Machine_2014-07-03_01,Washing Machine,Appliance3,Shiftable,2014-07-03 07:29:00,2014-07-03 08:40:00,71.0,20526.43,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.091,0.3421,0.1163,0.3421
Washing_Machine_2014-07-03_02,Washing Machine,Appliance3,Shiftable,2014-07-03 09:24:00,2014-07-03 12:03:00,159.0,55234.24,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.2762,0.9206,0.313,0.9206
Washing_Machine_2014-07-04_01,Washing Machine,Appliance3,Shiftable,2014-07-04 07:50:00,2014-07-04 08:00:00,10.0,1280.0,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0055,0.0213,0.0073,0.0213
Washing_Machine_2014-07-04_02,Washing Machine,Appliance3,Shiftable,2014-07-04 08:11:00,2014-07-04 09:20:00,69.0,16584.44,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0829,0.2764,0.094,0.2764
Washing_Machine_2014-07-04_03,Washing Machine,Appliance3,Shiftable,2014-07-04 09:59:00,2014-07-04 11:09:00,70.0,22668.91,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1133,0.3778,0.1285,0.3778
Washing_Machine_2014-07-04_04,Washing Machine,Appliance3,Shiftable,2014-07-04 16:00:00,2014-07-04 16:01:00,1.0,80.0,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0004,0.0013,0.0005,0.0013
Washing_Machine_2014-07-04_05,Washing Machine,Appliance3,Shiftable,2014-07-04 19:10:00,2014-07-04 19:11:00,1.0,19.2,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0001,0.0003,0.0001,0.0003
Washing_Machine_2014-07-05_01,Washing Machine,Appliance3,Shiftable,2014-07-05 07:23:00,2014-07-05 08:32:00,69.0,22861.56,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1008,0.381,0.1295,0.381
Washing_Machine_2014-07-05_02,Washing Machine,Appliance3,Shiftable,2014-07-05 09:01:00,2014-07-05 10:09:00,68.0,18328.42,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0916,0.3055,0.1039,0.3055
Washing_Machine_2014-07-06_01,Washing Machine,Appliance3,Shiftable,2014-07-06 07:30:00,2014-07-06 07:32:00,2.0,28.8,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0001,0.0005,0.0002,0.0005
Washing_Machine_2014-07-06_02,Washing Machine,Appliance3,Shiftable,2014-07-06 07:45:00,2014-07-06 08:55:00,70.0,19561.25,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0888,0.326,0.1108,0.326
Washing_Machine_2014-07-06_03,Washing Machine,Appliance3,Shiftable,2014-07-06 17:36:00,2014-07-06 17:39:00,3.0,777.6,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0041,0.013,0.0044,0.013
Washing_Machine_2014-07-08_01,Washing Machine,Appliance3,Shiftable,2014-07-08 16:06:00,2014-07-08 17:16:00,70.0,24456.85,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1304,0.4076,0.1386,0.4076
Washing_Machine_2014-07-08_02,Washing Machine,Appliance3,Shiftable,2014-07-08 19:10:00,2014-07-08 19:11:00,1.0,3.2,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0,0.0001,0.0,0.0001
Washing_Machine_2014-07-08_03,Washing Machine,Appliance3,Shiftable,2014-07-08 23:46:00,2014-07-08 23:47:00,1.0,8.0,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0,0.0001,0.0,0.0001
Washing_Machine_2014-07-09_01,Washing Machine,Appliance3,Shiftable,2014-07-09 15:23:00,2014-07-09 15:27:00,4.0,86.4,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0005,0.0014,0.0005,0.0014
Washing_Machine_2014-07-09_02,Washing Machine,Appliance3,Shiftable,2014-07-09 16:26:00,2014-07-09 17:35:00,69.0,26415.27,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1409,0.4403,0.1497,0.4403
Washing_Machine_2014-07-10_01,Washing Machine,Appliance3,Shiftable,2014-07-10 19:14:00,2014-07-10 19:16:00,2.0,23.11,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0001,0.0004,0.0001,0.0004
Washing_Machine_2014-07-11_01,Washing Machine,Appliance3,Shiftable,2014-07-11 03:59:00,2014-07-11 04:00:00,1.0,3.2,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0,0.0001,0.0,0.0001
Washing_Machine_2014-07-26_01,Washing Machine,Appliance3,Shiftable,2014-07-26 15:21:00,2014-07-26 16:30:00,69.0,24072.19,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1355,0.4012,0.1364,0.4012
Washing_Machine_2014-07-26_02,Washing Machine,Appliance3,Shiftable,2014-07-26 16:44:00,2014-07-26 17:52:00,68.0,20883.47,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1114,0.3481,0.1183,0.3481
Washing_Machine_2014-07-26_03,Washing Machine,Appliance3,Shiftable,2014-07-26 18:32:00,2014-07-26 19:41:00,69.0,18396.96,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0981,0.3066,0.1042,0.3066
Washing_Machine_2014-07-27_01,Washing Machine,Appliance3,Shiftable,2014-07-27 06:40:00,2014-07-27 06:57:00,17.0,14782.97,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0641,0.2464,0.0838,0.2464
Washing_Machine_2014-07-27_02,Washing Machine,Appliance3,Shiftable,2014-07-27 07:05:00,2014-07-27 07:30:00,25.0,1601.8,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0069,0.0267,0.0091,0.0267
Washing_Machine_2014-07-27_03,Washing Machine,Appliance3,Shiftable,2014-07-27 07:31:00,2014-07-27 07:46:00,15.0,661.67,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0029,0.011,0.0037,0.011
Washing_Machine_2014-07-27_04,Washing Machine,Appliance3,Shiftable,2014-07-27 09:06:00,2014-07-27 10:18:00,72.0,18308.4,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0915,0.3051,0.1037,0.3051
Washing_Machine_2014-07-27_05,Washing Machine,Appliance3,Shiftable,2014-07-27 12:45:00,2014-07-27 13:55:00,70.0,16081.64,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0911,0.268,0.0911,0.268
Washing_Machine_2014-07-27_06,Washing Machine,Appliance3,Shiftable,2014-07-27 14:07:00,2014-07-27 15:16:00,69.0,17358.76,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0984,0.2893,0.0984,0.2893
Washing_Machine_2014-07-28_01,Washing Machine,Appliance3,Shiftable,2014-07-28 06:29:00,2014-07-28 07:36:00,67.0,17822.11,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0772,0.297,0.101,0.297
Washing_Machine_2014-07-28_02,Washing Machine,Appliance3,Shiftable,2014-07-28 10:22:00,2014-07-28 11:21:00,59.0,36089.88,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1804,0.6015,0.2045,0.6015
Washing_Machine_2014-07-29_01,Washing Machine,Appliance3,Shiftable,2014-07-29 06:16:00,2014-07-29 07:34:00,78.0,24727.22,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.1072,0.4121,0.1401,0.4121
Washing_Machine_2014-07-31_01,Washing Machine,Appliance3,Shiftable,2014-07-31 07:07:00,2014-07-31 08:16:00,69.0,21491.41,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0942,0.3582,0.1218,0.3582
Washing_Machine_2014-07-31_02,Washing Machine,Appliance3,Shiftable,2014-07-31 17:36:00,2014-07-31 18:44:00,68.0,18207.42,True,Appliance3,Appliance3 (Washing Machine),2014-07,0.0971,0.3035,0.1032,0.3035
Washing_Machine_2014-08-01_01,Washing Machine,Appliance3,Shiftable,2014-08-01 06:38:00,2014-08-01 07:51:00,73.0,22524.45,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0976,0.3754,0.1276,0.3754
Washing_Machine_2014-08-01_02,Washing Machine,Appliance3,Shiftable,2014-08-01 12:45:00,2014-08-01 12:46:00,1.0,12.8,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0001,0.0002,0.0001,0.0002
Washing_Machine_2014-08-02_01,Washing Machine,Appliance3,Shiftable,2014-08-02 15:29:00,2014-08-02 16:38:00,69.0,19835.43,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1112,0.3306,0.1124,0.3306
Washing_Machine_2014-08-02_02,Washing Machine,Appliance3,Shiftable,2014-08-02 16:49:00,2014-08-02 17:32:00,43.0,9983.27,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0532,0.1664,0.0566,0.1664
Washing_Machine_2014-08-03_01,Washing Machine,Appliance3,Shiftable,2014-08-03 07:06:00,2014-08-03 08:14:00,68.0,21042.23,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0922,0.3507,0.1192,0.3507
Washing_Machine_2014-08-03_02,Washing Machine,Appliance3,Shiftable,2014-08-03 09:16:00,2014-08-03 10:27:00,71.0,25834.21,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1292,0.4306,0.1464,0.4306
Washing_Machine_2014-08-03_03,Washing Machine,Appliance3,Shiftable,2014-08-03 14:26:00,2014-08-03 15:37:00,71.0,42434.41,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.2405,0.7072,0.2405,0.7072
Washing_Machine_2014-08-04_01,Washing Machine,Appliance3,Shiftable,2014-08-04 06:23:00,2014-08-04 07:33:00,70.0,54418.64,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.2358,0.907,0.3084,0.907
Washing_Machine_2014-08-06_01,Washing Machine,Appliance3,Shiftable,2014-08-06 06:19:00,2014-08-06 10:33:00,254.0,20446.73,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1016,0.3408,0.1159,0.3408
Washing_Machine_2014-08-07_01,Washing Machine,Appliance3,Shiftable,2014-08-07 05:58:00,2014-08-07 07:08:00,70.0,21027.1,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0911,0.3505,0.1192,0.3505
Washing_Machine_2014-08-08_01,Washing Machine,Appliance3,Shiftable,2014-08-08 13:29:00,2014-08-08 14:40:00,71.0,27069.28,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1534,0.4512,0.1534,0.4512
Washing_Machine_2014-08-09_01,Washing Machine,Appliance3,Shiftable,2014-08-09 14:40:00,2014-08-09 15:50:00,70.0,29787.75,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1688,0.4965,0.1688,0.4965
Washing_Machine_2014-08-10_01,Washing Machine,Appliance3,Shiftable,2014-08-10 07:18:00,2014-08-10 08:26:00,68.0,25600.3,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1124,0.4267,0.1451,0.4267
Washing_Machine_2014-08-10_02,Washing Machine,Appliance3,Shiftable,2014-08-10 10:03:00,2014-08-10 11:11:00,68.0,22305.69,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1115,0.3718,0.1264,0.3718
Washing_Machine_2014-08-10_03,Washing Machine,Appliance3,Shiftable,2014-08-10 19:07:00,2014-08-10 20:17:00,70.0,39032.63,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.207,0.6505,0.2212,0.6505
Washing_Machine_2014-08-11_01,Washing Machine,Appliance3,Shiftable,2014-08-11 06:28:00,2014-08-11 07:44:00,76.0,48241.58,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.209,0.804,0.2734,0.804
Washing_Machine_2014-08-11_02,Washing Machine,Appliance3,Shiftable,2014-08-11 19:41:00,2014-08-11 20:51:00,70.0,22120.21,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1135,0.3687,0.1253,0.3687
Washing_Machine_2014-08-12_01,Washing Machine,Appliance3,Shiftable,2014-08-12 06:47:00,2014-08-12 07:56:00,69.0,29688.11,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1286,0.4948,0.1682,0.4948
Washing_Machine_2014-08-13_01,Washing Machine,Appliance3,Shiftable,2014-08-13 07:46:00,2014-08-13 08:59:00,73.0,40269.76,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1893,0.6712,0.2282,0.6712
Washing_Machine_2014-08-14_01,Washing Machine,Appliance3,Shiftable,2014-08-14 06:28:00,2014-08-14 07:37:00,69.0,22232.92,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0963,0.3705,0.126,0.3705
Washing_Machine_2014-08-15_01,Washing Machine,Appliance3,Shiftable,2014-08-15 06:23:00,2014-08-15 07:33:00,70.0,21680.94,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.094,0.3613,0.1229,0.3613
Washing_Machine_2014-08-16_01,Washing Machine,Appliance3,Shiftable,2014-08-16 08:10:00,2014-08-16 09:19:00,69.0,24460.79,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1223,0.4077,0.1386,0.4077
Washing_Machine_2014-08-16_02,Washing Machine,Appliance3,Shiftable,2014-08-16 10:07:00,2014-08-16 11:15:00,68.0,17686.53,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0884,0.2948,0.1002,0.2948
Washing_Machine_2014-08-16_03,Washing Machine,Appliance3,Shiftable,2014-08-16 11:38:00,2014-08-16 12:46:00,68.0,17498.12,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0888,0.2916,0.0992,0.2916
Washing_Machine_2014-08-18_01,Washing Machine,Appliance3,Shiftable,2014-08-18 06:25:00,2014-08-18 07:40:00,75.0,23333.77,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1011,0.3889,0.1322,0.3889
Washing_Machine_2014-08-18_02,Washing Machine,Appliance3,Shiftable,2014-08-18 08:15:00,2014-08-18 09:11:00,56.0,13053.22,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0653,0.2176,0.074,0.2176
Washing_Machine_2014-08-18_03,Washing Machine,Appliance3,Shiftable,2014-08-18 16:11:00,2014-08-18 16:52:00,41.0,1704.78,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0091,0.0284,0.0097,0.0284
Washing_Machine_2014-08-21_01,Washing Machine,Appliance3,Shiftable,2014-08-21 07:25:00,2014-08-21 08:35:00,70.0,25692.16,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1136,0.4282,0.1456,0.4282
Washing_Machine_2014-08-22_01,Washing Machine,Appliance3,Shiftable,2014-08-22 07:52:00,2014-08-22 09:03:00,71.0,25535.12,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1218,0.4256,0.1447,0.4256
Washing_Machine_2014-08-23_01,Washing Machine,Appliance3,Shiftable,2014-08-23 08:15:00,2014-08-23 09:24:00,69.0,27173.82,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1359,0.4529,0.154,0.4529
Washing_Machine_2014-08-24_01,Washing Machine,Appliance3,Shiftable,2014-08-24 09:19:00,2014-08-24 10:30:00,71.0,27168.69,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1358,0.4528,0.154,0.4528
Washing_Machine_2014-08-28_01,Washing Machine,Appliance3,Shiftable,2014-08-28 18:02:00,2014-08-28 18:42:00,40.0,9650.27,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0515,0.1608,0.0547,0.1608
Washing_Machine_2014-08-30_01,Washing Machine,Appliance3,Shiftable,2014-08-30 07:10:00,2014-08-30 08:19:00,69.0,21488.39,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.0945,0.3581,0.1218,0.3581
Washing_Machine_2014-08-30_02,Washing Machine,Appliance3,Shiftable,2014-08-30 08:33:00,2014-08-30 09:43:00,70.0,21799.76,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.109,0.3633,0.1235,0.3633
Washing_Machine_2014-08-30_03,Washing Machine,Appliance3,Shiftable,2014-08-30 10:17:00,2014-08-30 11:01:00,44.0,20895.56,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1045,0.3483,0.1184,0.3483
Washing_Machine_2014-08-30_04,Washing Machine,Appliance3,Shiftable,2014-08-30 11:20:00,2014-09-02 14:49:00,4529.0,21265.32,True,Appliance3,Appliance3 (Washing Machine),2014-08,0.1067,0.3544,0.1205,0.3544
Washing_Machine_2014-09-06_01,Washing Machine,Appliance3,Shiftable,2014-09-06 06:51:00,2014-09-06 08:01:00,70.0,21708.69,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.0941,0.3618,0.123,0.3618
Washing_Machine_2014-09-06_02,Washing Machine,Appliance3,Shiftable,2014-09-06 08:32:00,2014-09-06 09:41:00,69.0,22337.78,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1117,0.3723,0.1266,0.3723
Washing_Machine_2014-09-06_03,Washing Machine,Appliance3,Shiftable,2014-09-06 11:58:00,2014-09-06 13:08:00,70.0,20759.12,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1176,0.346,0.1176,0.346
Washing_Machine_2014-09-06_04,Washing Machine,Appliance3,Shiftable,2014-09-06 13:39:00,2014-09-06 14:48:00,69.0,24347.53,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.138,0.4058,0.138,0.4058
Washing_Machine_2014-09-06_05,Washing Machine,Appliance3,Shiftable,2014-09-06 16:02:00,2014-09-06 17:09:00,67.0,18629.93,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.0994,0.3105,0.1056,0.3105
Washing_Machine_2014-09-08_01,Washing Machine,Appliance3,Shiftable,2014-09-08 15:47:00,2014-09-08 16:58:00,71.0,20632.07,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1151,0.3439,0.1169,0.3439
Washing_Machine_2014-09-08_02,Washing Machine,Appliance3,Shiftable,2014-09-08 17:31:00,2014-09-08 18:08:00,37.0,7003.79,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.0374,0.1167,0.0397,0.1167
Washing_Machine_2014-09-23_01,Washing Machine,Appliance3,Shiftable,2014-09-23 10:14:00,2014-09-23 11:23:00,69.0,19513.0,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.0976,0.3252,0.1106,0.3252
Washing_Machine_2014-09-25_01,Washing Machine,Appliance3,Shiftable,2014-09-25 12:33:00,2014-09-25 13:42:00,69.0,25875.12,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1466,0.4313,0.1466,0.4313
Washing_Machine_2014-09-28_01,Washing Machine,Appliance3,Shiftable,2014-09-28 08:00:00,2014-09-28 09:10:00,70.0,24548.29,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1227,0.4091,0.1391,0.4091
Washing_Machine_2014-09-28_02,Washing Machine,Appliance3,Shiftable,2014-09-28 09:27:00,2014-09-28 10:37:00,70.0,21310.92,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1066,0.3552,0.1208,0.3552
Washing_Machine_2014-09-28_03,Washing Machine,Appliance3,Shiftable,2014-09-28 11:15:00,2014-09-28 12:26:00,71.0,13046.68,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.0669,0.2174,0.0739,0.2174
Washing_Machine_2014-09-29_01,Washing Machine,Appliance3,Shiftable,2014-09-29 17:14:00,2014-09-29 18:25:00,71.0,26271.91,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1401,0.4379,0.1489,0.4379
Washing_Machine_2014-09-29_02,Washing Machine,Appliance3,Shiftable,2014-09-29 18:34:00,2014-09-29 19:43:00,69.0,19474.75,True,Appliance3,Appliance3 (Washing Machine),2014-09,0.1039,0.3246,0.1104,0.3246
Washing_Machine_2014-10-02_01,Washing Machine,Appliance3,Shiftable,2014-10-02 19:03:00,2014-10-02 19:48:00,45.0,10784.0,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.0575,0.1797,0.0611,0.1797
Washing_Machine_2014-10-04_01,Washing Machine,Appliance3,Shiftable,2014-10-04 08:18:00,2014-10-04 09:29:00,71.0,23610.75,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1181,0.3935,0.1338,0.3935
Washing_Machine_2014-10-04_02,Washing Machine,Appliance3,Shiftable,2014-10-04 09:49:00,2014-10-04 10:59:00,70.0,23319.55,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1166,0.3887,0.1321,0.3887
Washing_Machine_2014-10-04_03,Washing Machine,Appliance3,Shiftable,2014-10-04 12:48:00,2014-10-04 13:58:00,70.0,24483.33,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1387,0.4081,0.1387,0.4081
Washing_Machine_2014-10-05_01,Washing Machine,Appliance3,Shiftable,2014-10-05 07:45:00,2014-10-05 08:57:00,72.0,27521.19,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1253,0.4587,0.156,0.4587
Washing_Machine_2014-10-05_02,Washing Machine,Appliance3,Shiftable,2014-10-05 10:25:00,2014-10-05 11:37:00,72.0,27118.78,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1356,0.452,0.1537,0.452
Washing_Machine_2014-10-05_03,Washing Machine,Appliance3,Shiftable,2014-10-05 18:58:00,2014-10-05 20:09:00,71.0,23909.15,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1266,0.3985,0.1355,0.3985
Washing_Machine_2014-10-06_01,Washing Machine,Appliance3,Shiftable,2014-10-06 16:48:00,2014-10-06 17:57:00,69.0,26101.58,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1392,0.435,0.1479,0.435
Washing_Machine_2014-10-06_02,Washing Machine,Appliance3,Shiftable,2014-10-06 19:15:00,2014-10-06 19:53:00,38.0,8387.41,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.0447,0.1398,0.0475,0.1398
Washing_Machine_2014-10-07_01,Washing Machine,Appliance3,Shiftable,2014-10-07 17:14:00,2014-10-07 18:24:00,70.0,25198.16,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1344,0.42,0.1428,0.42
Washing_Machine_2014-10-11_01,Washing Machine,Appliance3,Shiftable,2014-10-11 08:12:00,2014-10-11 09:20:00,68.0,22047.79,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1102,0.3675,0.1249,0.3675
Washing_Machine_2014-10-11_02,Washing Machine,Appliance3,Shiftable,2014-10-11 10:09:00,2014-10-11 11:20:00,71.0,19696.0,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.0985,0.3283,0.1116,0.3283
Washing_Machine_2014-10-11_03,Washing Machine,Appliance3,Shiftable,2014-10-11 12:05:00,2014-10-11 13:15:00,70.0,26553.45,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1505,0.4426,0.1505,0.4426
Washing_Machine_2014-10-11_04,Washing Machine,Appliance3,Shiftable,2014-10-11 13:27:00,2014-10-11 14:38:00,71.0,24170.2,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.137,0.4028,0.137,0.4028
Washing_Machine_2014-10-11_05,Washing Machine,Appliance3,Shiftable,2014-10-11 16:13:00,2014-10-11 17:20:00,67.0,20215.19,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.1078,0.3369,0.1146,0.3369
Washing_Machine_2014-10-11_06,Washing Machine,Appliance3,Shiftable,2014-10-11 18:16:00,2014-10-11 18:53:00,37.0,8310.57,True,Appliance3,Appliance3 (Washing Machine),2014-10,0.0443,0.1385,0.0471,0.1385
