appliance_ID,appliance_name,Shiftability,original_start_time,original_end_time,duration(min),energy(W),event_id,is_reschedulable
Appliance1,Aggregate,Base,2014-05-25 11:31:00,2014-05-25 12:30:00,59.0,4127.02,house21_event_1078,False
Appliance1,Aggregate,Base,2014-05-25 13:27:00,2014-05-25 14:20:00,53.0,4698.38,house21_event_1079,False
Appliance1,Aggregate,Base,2014-05-25 15:09:00,2014-05-25 15:58:00,49.0,6935.16,house21_event_1080,False
Appliance1,Aggregate,Base,2014-05-25 16:03:00,2014-05-25 17:28:00,85.0,7884.97,house21_event_1081,False
Appliance1,Aggregate,Base,2014-05-25 18:27:00,2014-05-25 19:21:00,54.0,4819.51,house21_event_1082,False
Appliance1,Aggregate,Base,2014-05-25 20:31:00,2014-05-25 21:24:00,53.0,4704.98,house21_event_1083,False
Appliance1,Aggregate,Base,2014-05-25 22:33:00,2014-05-25 23:20:00,47.0,4237.34,house21_event_1084,False
Appliance1,Aggregate,Base,2014-05-26 00:33:00,2014-05-26 01:19:00,46.0,4231.6,house21_event_1085,False
Appliance1,Aggregate,Base,2014-05-26 02:34:00,2014-05-26 03:20:00,46.0,4197.72,house21_event_1086,False
Appliance1,Aggregate,Base,2014-05-26 04:37:00,2014-05-26 05:23:00,46.0,4203.58,house21_event_1087,False
Appliance1,Aggregate,Base,2014-05-26 06:40:00,2014-05-26 07:33:00,53.0,4726.31,house21_event_1088,False
Appliance1,Aggregate,Base,2014-05-26 08:45:00,2014-05-26 09:31:00,46.0,2919.33,house21_event_1089,False
Appliance1,Aggregate,Base,2014-05-26 10:26:00,2014-05-26 11:11:00,45.0,3845.24,house21_event_1090,False
Appliance1,Aggregate,Base,2014-05-26 12:16:00,2014-05-26 12:59:00,43.0,3844.71,house21_event_1091,False
Appliance1,Aggregate,Base,2014-05-26 14:06:00,2014-05-26 14:44:00,38.0,3128.56,house21_event_1092,False
Appliance1,Aggregate,Base,2014-05-26 15:41:00,2014-05-26 16:17:00,36.0,2582.8,house21_event_1093,False
Appliance1,Aggregate,Base,2014-05-26 17:06:00,2014-05-26 17:43:00,37.0,3233.91,house21_event_1094,False
Appliance1,Aggregate,Base,2014-05-26 18:39:00,2014-05-26 19:15:00,36.0,3340.22,house21_event_1095,False
Appliance1,Aggregate,Base,2014-05-26 20:12:00,2014-05-26 20:55:00,43.0,6589.44,house21_event_1096,False
Appliance1,Aggregate,Base,2014-05-26 21:01:00,2014-05-26 22:05:00,64.0,6150.1,house21_event_1097,False
Appliance1,Aggregate,Base,2014-05-26 23:01:00,2014-05-26 23:41:00,40.0,3660.06,house21_event_1098,False
Appliance1,Aggregate,Base,2014-05-27 00:41:00,2014-05-27 01:19:00,38.0,3397.51,house21_event_1099,False
Appliance1,Aggregate,Base,2014-05-27 02:11:00,2014-05-27 02:49:00,38.0,3377.14,house21_event_1100,False
Appliance1,Aggregate,Base,2014-05-27 03:42:00,2014-05-27 04:19:00,37.0,3316.26,house21_event_1101,False
Appliance1,Aggregate,Base,2014-05-27 05:14:00,2014-05-27 05:51:00,37.0,3317.06,house21_event_1102,False
Appliance1,Aggregate,Base,2014-05-27 06:49:00,2014-05-27 07:26:00,37.0,3290.52,house21_event_1103,False
Appliance1,Aggregate,Base,2014-05-27 08:34:00,2014-05-27 09:01:00,27.0,545.7,house21_event_1104,False
Appliance1,Aggregate,Base,2014-05-27 09:57:00,2014-05-27 10:34:00,37.0,3401.21,house21_event_1105,False
Appliance1,Aggregate,Base,2014-05-27 11:16:00,2014-05-27 11:53:00,37.0,2165.32,house21_event_1106,False
Appliance1,Aggregate,Base,2014-05-27 12:33:00,2014-05-27 13:09:00,36.0,3438.75,house21_event_1107,False
Appliance1,Aggregate,Base,2014-05-27 13:50:00,2014-05-27 15:09:00,79.0,7046.11,house21_event_1108,False
Appliance1,Aggregate,Base,2014-05-27 15:46:00,2014-05-27 18:32:00,166.0,14782.41,house21_event_1109,False
Appliance1,Aggregate,Base,2014-05-27 19:52:00,2014-05-27 21:07:00,75.0,9380.82,house21_event_1110,False
Appliance1,Aggregate,Base,2014-05-27 21:13:00,2014-05-27 22:43:00,90.0,8373.03,house21_event_1111,False
Appliance1,Aggregate,Base,2014-05-28 00:16:00,2014-05-28 01:18:00,62.0,5619.5,house21_event_1112,False
Appliance1,Aggregate,Base,2014-05-28 02:59:00,2014-05-28 03:59:00,60.0,5447.92,house21_event_1113,False
Appliance1,Aggregate,Base,2014-05-28 05:39:00,2014-05-28 06:38:00,59.0,5300.9,house21_event_1114,False
Appliance1,Aggregate,Base,2014-05-28 07:53:00,2014-05-28 08:51:00,58.0,5185.33,house21_event_1115,False
Appliance1,Aggregate,Base,2014-05-28 10:24:00,2014-05-28 11:24:00,60.0,5316.34,house21_event_1116,False
Appliance1,Aggregate,Base,2014-05-28 12:49:00,2014-05-28 13:52:00,63.0,5764.14,house21_event_1117,False
Appliance1,Aggregate,Base,2014-05-28 15:16:00,2014-05-28 16:15:00,59.0,5367.78,house21_event_1118,False
Appliance1,Aggregate,Base,2014-05-28 17:42:00,2014-05-28 18:49:00,67.0,6206.5,house21_event_1119,False
Appliance1,Aggregate,Base,2014-05-28 20:13:00,2014-05-28 21:09:00,56.0,4993.45,house21_event_1120,False
Appliance1,Aggregate,Base,2014-05-28 22:32:00,2014-05-28 23:25:00,53.0,4686.91,house21_event_1121,False
Appliance1,Aggregate,Base,2014-05-29 00:50:00,2014-05-29 01:55:00,65.0,8709.71,house21_event_1122,False
Appliance1,Aggregate,Base,2014-05-29 02:02:00,2014-05-29 03:14:00,72.0,6903.79,house21_event_1123,False
Appliance1,Aggregate,Base,2014-05-29 04:50:00,2014-05-29 05:44:00,54.0,4943.95,house21_event_1124,False
Appliance1,Aggregate,Base,2014-05-29 07:09:00,2014-05-29 08:04:00,55.0,5000.34,house21_event_1125,False
Appliance1,Aggregate,Base,2014-05-29 09:21:00,2014-05-29 10:16:00,55.0,4971.92,house21_event_1126,False
Appliance1,Aggregate,Base,2014-05-29 11:19:00,2014-05-29 12:11:00,52.0,3516.51,house21_event_1127,False
Appliance1,Aggregate,Base,2014-05-29 13:11:00,2014-05-29 13:54:00,43.0,3823.81,house21_event_1128,False
Appliance1,Aggregate,Base,2014-05-29 14:58:00,2014-05-29 15:38:00,40.0,5247.7,house21_event_1129,False
Appliance1,Aggregate,Base,2014-05-29 15:44:00,2014-05-29 16:54:00,70.0,6644.57,house21_event_1130,False
Appliance1,Aggregate,Base,2014-05-29 17:00:00,2014-05-29 17:18:00,18.0,3419.59,house21_event_1131,False
Appliance1,Aggregate,Base,2014-05-29 17:24:00,2014-05-29 18:32:00,68.0,6406.01,house21_event_1132,False
Appliance1,Aggregate,Base,2014-05-29 19:36:00,2014-05-29 20:22:00,46.0,4123.63,house21_event_1133,False
Appliance1,Aggregate,Base,2014-05-29 21:29:00,2014-05-29 22:12:00,43.0,3840.83,house21_event_1134,False
Appliance1,Aggregate,Base,2014-05-29 23:22:00,2014-05-30 00:04:00,42.0,3790.92,house21_event_1135,False
Appliance1,Aggregate,Base,2014-05-30 01:15:00,2014-05-30 01:57:00,42.0,3772.55,house21_event_1136,False
Appliance1,Aggregate,Base,2014-05-30 03:10:00,2014-05-30 03:51:00,41.0,3691.75,house21_event_1137,False
Appliance1,Aggregate,Base,2014-05-30 05:07:00,2014-05-30 05:47:00,40.0,3622.34,house21_event_1138,False
Appliance1,Aggregate,Base,2014-05-30 07:00:00,2014-05-30 07:17:00,17.0,2149.69,house21_event_1139,False
Appliance1,Aggregate,Base,2014-05-30 07:23:00,2014-05-30 08:33:00,70.0,6716.41,house21_event_1140,False
Appliance1,Aggregate,Base,2014-05-30 09:42:00,2014-05-30 11:01:00,79.0,7122.62,house21_event_1141,False
Appliance1,Aggregate,Base,2014-05-30 11:49:00,2014-05-30 12:48:00,59.0,4961.4,house21_event_1142,False
Appliance1,Aggregate,Base,2014-05-30 13:45:00,2014-05-30 14:31:00,46.0,4081.55,house21_event_1143,False
Appliance1,Aggregate,Base,2014-05-30 15:33:00,2014-05-30 16:19:00,46.0,4042.08,house21_event_1144,False
Appliance1,Aggregate,Base,2014-05-30 17:21:00,2014-05-30 18:05:00,44.0,3940.0,house21_event_1145,False
Appliance1,Aggregate,Base,2014-05-30 19:05:00,2014-05-30 19:52:00,47.0,4181.88,house21_event_1146,False
Appliance1,Aggregate,Base,2014-05-30 21:00:00,2014-05-30 21:50:00,50.0,4490.58,house21_event_1147,False
Appliance1,Aggregate,Base,2014-05-30 23:03:00,2014-05-30 23:50:00,47.0,4253.56,house21_event_1148,False
Appliance1,Aggregate,Base,2014-05-31 01:08:00,2014-05-31 01:57:00,49.0,4369.53,house21_event_1149,False
Appliance1,Aggregate,Base,2014-05-31 03:21:00,2014-05-31 04:10:00,49.0,4358.55,house21_event_1150,False
Appliance1,Aggregate,Base,2014-05-31 05:39:00,2014-05-31 06:28:00,49.0,4429.41,house21_event_1151,False
Appliance1,Aggregate,Base,2014-05-31 07:59:00,2014-05-31 08:50:00,51.0,4555.54,house21_event_1152,False
Appliance1,Aggregate,Base,2014-05-31 10:21:00,2014-05-31 11:35:00,74.0,10413.8,house21_event_1153,False
Appliance1,Aggregate,Base,2014-05-31 11:41:00,2014-05-31 13:15:00,94.0,8909.19,house21_event_1154,False
Appliance1,Aggregate,Base,2014-05-31 14:33:00,2014-05-31 15:22:00,49.0,4391.49,house21_event_1155,False
Appliance1,Aggregate,Base,2014-05-31 16:39:00,2014-05-31 17:25:00,46.0,4137.08,house21_event_1156,False
Appliance1,Aggregate,Base,2014-05-31 18:06:00,2014-05-31 19:15:00,69.0,6156.0,house21_event_1157,False
Appliance1,Aggregate,Base,2014-05-31 20:18:00,2014-05-31 21:19:00,61.0,5492.85,house21_event_1158,False
Appliance1,Aggregate,Base,2014-05-31 22:17:00,2014-05-31 23:08:00,51.0,4575.61,house21_event_1159,False
Appliance1,Aggregate,Base,2014-06-01 00:17:00,2014-06-01 01:06:00,49.0,4395.19,house21_event_1160,False
Appliance1,Aggregate,Base,2014-06-01 02:21:00,2014-06-01 03:08:00,47.0,4268.54,house21_event_1161,False
Appliance1,Aggregate,Base,2014-06-01 04:28:00,2014-06-01 05:13:00,45.0,4082.28,house21_event_1162,False
Appliance1,Aggregate,Base,2014-06-01 06:39:00,2014-06-01 07:23:00,44.0,4023.22,house21_event_1163,False
Appliance1,Aggregate,Base,2014-06-01 08:55:00,2014-06-01 09:39:00,44.0,3807.19,house21_event_1164,False
Appliance1,Aggregate,Base,2014-06-01 10:59:00,2014-06-01 11:44:00,45.0,4085.29,house21_event_1165,False
Appliance1,Aggregate,Base,2014-06-01 12:54:00,2014-06-01 13:40:00,46.0,4216.3,house21_event_1166,False
Appliance1,Aggregate,Base,2014-06-01 14:54:00,2014-06-01 15:54:00,60.0,6802.33,house21_event_1167,False
Appliance1,Aggregate,Base,2014-06-01 15:59:00,2014-06-01 17:49:00,110.0,6205.97,house21_event_1168,False
Appliance1,Aggregate,Base,2014-06-01 18:51:00,2014-06-01 19:47:00,56.0,5191.55,house21_event_1169,False
Appliance1,Aggregate,Base,2014-06-01 20:48:00,2014-06-01 21:44:00,56.0,5052.18,house21_event_1170,False
Appliance1,Aggregate,Base,2014-06-01 22:49:00,2014-06-01 23:41:00,52.0,4713.09,house21_event_1171,False
Appliance1,Aggregate,Base,2014-06-02 00:48:00,2014-06-02 01:38:00,50.0,4452.72,house21_event_1172,False
Appliance1,Aggregate,Base,2014-06-02 02:47:00,2014-06-02 03:34:00,47.0,4277.97,house21_event_1173,False
Appliance1,Aggregate,Base,2014-06-02 04:44:00,2014-06-02 05:31:00,47.0,4257.26,house21_event_1174,False
Appliance1,Aggregate,Base,2014-06-02 06:28:00,2014-06-02 07:22:00,54.0,4777.54,house21_event_1175,False
Appliance1,Aggregate,Base,2014-06-02 08:18:00,2014-06-02 09:01:00,43.0,3818.48,house21_event_1176,False
Appliance1,Aggregate,Base,2014-06-02 09:59:00,2014-06-02 10:42:00,43.0,1761.94,house21_event_1177,False
Appliance1,Aggregate,Base,2014-06-02 11:41:00,2014-06-02 12:24:00,43.0,4043.02,house21_event_1178,False
Appliance1,Aggregate,Base,2014-06-02 13:23:00,2014-06-02 14:06:00,43.0,3855.16,house21_event_1179,False
Appliance1,Aggregate,Base,2014-06-02 15:05:00,2014-06-02 15:58:00,53.0,4532.41,house21_event_1180,False
Appliance1,Aggregate,Base,2014-06-02 16:36:00,2014-06-02 17:29:00,53.0,2999.5,house21_event_1181,False
Appliance1,Aggregate,Base,2014-06-02 17:36:00,2014-06-02 20:36:00,180.0,16650.06,house21_event_1182,False
Appliance1,Aggregate,Base,2014-06-02 21:24:00,2014-06-02 22:16:00,52.0,4564.66,house21_event_1183,False
Appliance1,Aggregate,Base,2014-06-02 23:19:00,2014-06-03 00:07:00,48.0,4308.96,house21_event_1184,False
Appliance1,Aggregate,Base,2014-06-03 01:20:00,2014-06-03 02:08:00,48.0,4381.9,house21_event_1185,False
Appliance1,Aggregate,Base,2014-06-03 03:26:00,2014-06-03 04:16:00,50.0,4516.57,house21_event_1186,False
Appliance1,Aggregate,Base,2014-06-03 05:35:00,2014-06-03 06:25:00,50.0,4470.75,house21_event_1187,False
Appliance1,Aggregate,Base,2014-06-03 07:02:00,2014-06-03 07:49:00,47.0,2760.16,house21_event_1188,False
Appliance1,Aggregate,Base,2014-06-03 08:51:00,2014-06-03 09:36:00,45.0,4091.21,house21_event_1189,False
Appliance1,Aggregate,Base,2014-06-03 10:43:00,2014-06-03 11:29:00,46.0,4072.9,house21_event_1190,False
Appliance1,Aggregate,Base,2014-06-03 12:36:00,2014-06-03 13:21:00,45.0,4168.96,house21_event_1191,False
Appliance1,Aggregate,Base,2014-06-03 14:27:00,2014-06-03 15:15:00,48.0,4207.15,house21_event_1192,False
Appliance1,Aggregate,Base,2014-06-03 16:09:00,2014-06-03 16:46:00,37.0,3349.96,house21_event_1193,False
Appliance1,Aggregate,Base,2014-06-03 17:43:00,2014-06-03 18:41:00,58.0,7544.22,house21_event_1194,False
Appliance1,Aggregate,Base,2014-06-03 18:47:00,2014-06-03 19:48:00,61.0,5840.32,house21_event_1195,False
Appliance1,Aggregate,Base,2014-06-03 20:39:00,2014-06-03 21:27:00,48.0,4317.6,house21_event_1196,False
Appliance1,Aggregate,Base,2014-06-03 22:17:00,2014-06-03 22:56:00,39.0,3438.39,house21_event_1197,False
Appliance1,Aggregate,Base,2014-06-03 23:45:00,2014-06-04 00:21:00,36.0,3324.58,house21_event_1198,False
Appliance1,Aggregate,Base,2014-06-04 01:15:00,2014-06-04 01:50:00,35.0,3235.8,house21_event_1199,False
Appliance1,Aggregate,Base,2014-06-04 02:46:00,2014-06-04 03:21:00,35.0,3223.9,house21_event_1200,False
Appliance1,Aggregate,Base,2014-06-04 04:18:00,2014-06-04 04:53:00,35.0,3179.7,house21_event_1201,False
Appliance1,Aggregate,Base,2014-06-04 05:52:00,2014-06-04 06:27:00,35.0,3246.29,house21_event_1202,False
Appliance1,Aggregate,Base,2014-06-04 07:04:00,2014-06-04 07:58:00,54.0,4872.92,house21_event_1203,False
Appliance1,Aggregate,Base,2014-06-04 08:47:00,2014-06-04 09:28:00,41.0,3653.92,house21_event_1204,False
Appliance1,Aggregate,Base,2014-06-04 10:21:00,2014-06-04 11:00:00,39.0,3441.19,house21_event_1205,False
Appliance1,Aggregate,Base,2014-06-04 11:56:00,2014-06-04 12:35:00,39.0,3439.34,house21_event_1206,False
Appliance1,Aggregate,Base,2014-06-04 13:33:00,2014-06-04 14:11:00,38.0,3424.07,house21_event_1207,False
Appliance1,Aggregate,Base,2014-06-04 15:10:00,2014-06-04 15:48:00,38.0,3388.23,house21_event_1208,False
Appliance1,Aggregate,Base,2014-06-04 16:47:00,2014-06-04 17:26:00,39.0,3600.74,house21_event_1209,False
Appliance1,Aggregate,Base,2014-06-04 18:06:00,2014-06-04 18:43:00,37.0,3336.71,house21_event_1210,False
Appliance1,Aggregate,Base,2014-06-04 19:38:00,2014-06-04 20:17:00,39.0,3430.02,house21_event_1211,False
Appliance1,Aggregate,Base,2014-06-04 21:08:00,2014-06-04 21:47:00,39.0,3475.32,house21_event_1212,False
Appliance1,Aggregate,Base,2014-06-04 22:44:00,2014-06-04 23:16:00,32.0,5380.44,house21_event_1213,False
Appliance1,Aggregate,Base,2014-06-04 23:22:00,2014-06-05 00:31:00,69.0,6581.45,house21_event_1214,False
Appliance1,Aggregate,Base,2014-06-05 01:27:00,2014-06-05 02:08:00,41.0,3766.84,house21_event_1215,False
Appliance1,Aggregate,Base,2014-06-05 03:07:00,2014-06-05 03:46:00,39.0,3559.2,house21_event_1216,False
Appliance1,Aggregate,Base,2014-06-05 04:46:00,2014-06-05 05:25:00,39.0,3425.39,house21_event_1217,False
Appliance1,Aggregate,Base,2014-06-05 06:26:00,2014-06-05 07:07:00,41.0,3713.59,house21_event_1218,False
Appliance1,Aggregate,Base,2014-06-05 08:02:00,2014-06-05 08:39:00,37.0,3284.85,house21_event_1219,False
Appliance1,Aggregate,Base,2014-06-05 09:38:00,2014-06-05 10:15:00,37.0,3327.78,house21_event_1220,False
Appliance1,Aggregate,Base,2014-06-05 11:15:00,2014-06-05 11:52:00,37.0,3337.98,house21_event_1221,False
Appliance1,Aggregate,Base,2014-06-05 12:51:00,2014-06-05 13:28:00,37.0,3376.83,house21_event_1222,False
Appliance1,Aggregate,Base,2014-06-05 14:27:00,2014-06-05 15:04:00,37.0,3380.79,house21_event_1223,False
Appliance1,Aggregate,Base,2014-06-05 16:02:00,2014-06-05 16:40:00,38.0,3424.9,house21_event_1224,False
Appliance1,Aggregate,Base,2014-06-05 17:21:00,2014-06-05 18:05:00,44.0,3869.47,house21_event_1225,False
Appliance1,Aggregate,Base,2014-06-05 18:24:00,2014-06-05 19:14:00,50.0,4368.94,house21_event_1226,False
Appliance1,Aggregate,Base,2014-06-05 19:58:00,2014-06-05 20:38:00,40.0,3588.87,house21_event_1227,False
Appliance1,Aggregate,Base,2014-06-05 21:27:00,2014-06-05 22:05:00,38.0,3375.18,house21_event_1228,False
Appliance1,Aggregate,Base,2014-06-05 22:56:00,2014-06-05 23:34:00,38.0,3396.92,house21_event_1229,False
Appliance1,Aggregate,Base,2014-06-06 00:27:00,2014-06-06 01:04:00,37.0,3326.81,house21_event_1230,False
Appliance1,Aggregate,Base,2014-06-06 01:59:00,2014-06-06 02:55:00,56.0,7708.3,house21_event_1231,False
Appliance1,Aggregate,Base,2014-06-06 03:01:00,2014-06-06 03:58:00,57.0,5425.7,house21_event_1232,False
Appliance1,Aggregate,Base,2014-06-06 04:55:00,2014-06-06 05:36:00,41.0,3676.04,house21_event_1233,False
Appliance1,Aggregate,Base,2014-06-06 06:35:00,2014-06-06 07:16:00,41.0,3637.28,house21_event_1234,False
Appliance1,Aggregate,Base,2014-06-06 08:13:00,2014-06-06 08:50:00,37.0,3353.09,house21_event_1235,False
Appliance1,Aggregate,Base,2014-06-06 09:47:00,2014-06-06 10:25:00,38.0,2397.61,house21_event_1236,False
Appliance1,Aggregate,Base,2014-06-06 11:21:00,2014-06-06 11:59:00,38.0,3465.78,house21_event_1237,False
Appliance1,Aggregate,Base,2014-06-06 12:48:00,2014-06-06 13:25:00,37.0,3405.19,house21_event_1238,False
Appliance1,Aggregate,Base,2014-06-06 14:18:00,2014-06-06 15:15:00,57.0,5118.28,house21_event_1239,False
Appliance1,Aggregate,Base,2014-06-06 15:57:00,2014-06-06 16:45:00,48.0,4241.84,house21_event_1240,False
Appliance1,Aggregate,Base,2014-06-06 17:30:00,2014-06-06 17:51:00,21.0,3286.31,house21_event_1241,False
Appliance1,Aggregate,Base,2014-06-06 17:57:00,2014-06-06 19:29:00,92.0,8815.2,house21_event_1242,False
Appliance1,Aggregate,Base,2014-06-06 20:08:00,2014-06-06 20:56:00,48.0,4307.93,house21_event_1243,False
Appliance1,Aggregate,Base,2014-06-06 21:38:00,2014-06-06 22:24:00,46.0,4061.11,house21_event_1244,False
Appliance1,Aggregate,Base,2014-06-06 23:09:00,2014-06-06 23:49:00,40.0,3528.06,house21_event_1245,False
Appliance1,Aggregate,Base,2014-06-07 00:36:00,2014-06-07 01:15:00,39.0,3447.06,house21_event_1246,False
Appliance1,Aggregate,Base,2014-06-07 02:03:00,2014-06-07 02:42:00,39.0,3384.52,house21_event_1247,False
Appliance1,Aggregate,Base,2014-06-07 03:31:00,2014-06-07 04:09:00,38.0,3405.61,house21_event_1248,False
Appliance1,Aggregate,Base,2014-06-07 04:59:00,2014-06-07 05:37:00,38.0,3410.43,house21_event_1249,False
Appliance1,Aggregate,Base,2014-06-07 06:28:00,2014-06-07 07:06:00,38.0,3443.88,house21_event_1250,False
Appliance1,Aggregate,Base,2014-06-07 07:44:00,2014-06-07 08:24:00,40.0,3452.62,house21_event_1251,False
Appliance1,Aggregate,Base,2014-06-07 09:10:00,2014-06-07 09:52:00,42.0,3588.56,house21_event_1252,False
Appliance1,Aggregate,Base,2014-06-07 10:37:00,2014-06-07 11:20:00,43.0,3755.85,house21_event_1253,False
Appliance1,Aggregate,Base,2014-06-07 12:11:00,2014-06-07 12:44:00,33.0,2635.46,house21_event_1254,False
Appliance1,Aggregate,Base,2014-06-07 13:29:00,2014-06-07 14:09:00,40.0,3565.7,house21_event_1255,False
Appliance1,Aggregate,Base,2014-06-07 14:56:00,2014-06-07 15:36:00,40.0,3588.33,house21_event_1256,False
Appliance1,Aggregate,Base,2014-06-07 16:23:00,2014-06-07 17:05:00,42.0,3000.63,house21_event_1257,False
Appliance1,Aggregate,Base,2014-06-07 17:52:00,2014-06-07 18:37:00,45.0,3903.43,house21_event_1258,False
Appliance1,Aggregate,Base,2014-06-07 18:43:00,2014-06-07 19:58:00,75.0,7232.48,house21_event_1259,False
Appliance1,Aggregate,Base,2014-06-07 20:39:00,2014-06-07 21:23:00,44.0,3838.26,house21_event_1260,False
Appliance1,Aggregate,Base,2014-06-07 22:10:00,2014-06-07 22:51:00,41.0,3649.2,house21_event_1261,False
Appliance1,Aggregate,Base,2014-06-07 23:39:00,2014-06-08 00:19:00,40.0,3621.16,house21_event_1262,False
Appliance1,Aggregate,Base,2014-06-08 01:08:00,2014-06-08 01:47:00,39.0,3545.85,house21_event_1263,False
Appliance1,Aggregate,Base,2014-06-08 02:37:00,2014-06-08 03:16:00,39.0,3526.28,house21_event_1264,False
Appliance1,Aggregate,Base,2014-06-08 04:07:00,2014-06-08 04:46:00,39.0,3461.35,house21_event_1265,False
Appliance1,Aggregate,Base,2014-06-08 05:37:00,2014-06-08 06:16:00,39.0,3473.7,house21_event_1266,False
Appliance1,Aggregate,Base,2014-06-08 07:08:00,2014-06-08 07:46:00,38.0,3463.67,house21_event_1267,False
Appliance1,Aggregate,Base,2014-06-08 08:26:00,2014-06-08 09:04:00,38.0,3393.05,house21_event_1268,False
Appliance1,Aggregate,Base,2014-06-08 09:55:00,2014-06-08 10:34:00,39.0,3501.04,house21_event_1269,False
Appliance1,Aggregate,Base,2014-06-08 11:01:00,2014-06-08 11:50:00,49.0,4412.82,house21_event_1270,False
Appliance1,Aggregate,Base,2014-06-08 12:29:00,2014-06-08 16:16:00,227.0,18364.07,house21_event_1271,False
Appliance1,Aggregate,Base,2014-06-08 16:22:00,2014-06-08 20:15:00,233.0,20674.15,house21_event_1272,False
Appliance1,Aggregate,Base,2014-06-08 21:07:00,2014-06-08 22:04:00,57.0,5278.67,house21_event_1273,False
Appliance1,Aggregate,Base,2014-06-08 22:58:00,2014-06-08 23:49:00,51.0,4753.85,house21_event_1274,False
Appliance1,Aggregate,Base,2014-06-09 00:46:00,2014-06-09 01:34:00,48.0,4433.75,house21_event_1275,False
Appliance1,Aggregate,Base,2014-06-09 02:33:00,2014-06-09 03:18:00,45.0,4212.31,house21_event_1276,False
Appliance1,Aggregate,Base,2014-06-09 04:17:00,2014-06-09 05:02:00,45.0,4097.86,house21_event_1277,False
Appliance1,Aggregate,Base,2014-06-09 06:03:00,2014-06-09 07:34:00,91.0,8130.04,house21_event_1278,False
Appliance1,Aggregate,Base,2014-06-09 08:33:00,2014-06-09 09:24:00,51.0,4621.15,house21_event_1279,False
Appliance1,Aggregate,Base,2014-06-09 10:36:00,2014-06-09 11:15:00,39.0,3557.9,house21_event_1280,False
Appliance1,Aggregate,Base,2014-06-09 12:18:00,2014-06-09 13:06:00,48.0,4398.96,house21_event_1281,False
Appliance1,Aggregate,Base,2014-06-09 14:08:00,2014-06-09 14:37:00,29.0,4636.04,house21_event_1282,False
Appliance1,Aggregate,Base,2014-06-09 14:43:00,2014-06-09 16:27:00,104.0,9744.6,house21_event_1283,False
Appliance1,Aggregate,Base,2014-06-09 17:05:00,2014-06-09 18:08:00,63.0,5655.34,house21_event_1284,False
Appliance1,Aggregate,Base,2014-06-09 18:44:00,2014-06-09 20:01:00,77.0,6858.36,house21_event_1285,False
Appliance1,Aggregate,Base,2014-06-09 20:50:00,2014-06-09 21:47:00,57.0,5111.79,house21_event_1286,False
Appliance1,Aggregate,Base,2014-06-09 22:36:00,2014-06-09 23:28:00,52.0,4615.29,house21_event_1287,False
Appliance1,Aggregate,Base,2014-06-10 00:20:00,2014-06-10 01:10:00,50.0,4533.81,house21_event_1288,False
Appliance1,Aggregate,Base,2014-06-10 02:04:00,2014-06-10 02:53:00,49.0,4393.79,house21_event_1289,False
Appliance1,Aggregate,Base,2014-06-10 03:49:00,2014-06-10 04:37:00,48.0,4237.49,house21_event_1290,False
Appliance1,Aggregate,Base,2014-06-10 05:34:00,2014-06-10 06:21:00,47.0,4205.01,house21_event_1291,False
Appliance1,Aggregate,Base,2014-06-10 07:03:00,2014-06-10 08:42:00,99.0,2647.98,house21_event_1292,False
Appliance1,Aggregate,Base,2014-06-10 08:46:00,2014-06-10 09:32:00,46.0,4155.82,house21_event_1293,False
Appliance1,Aggregate,Base,2014-06-10 10:28:00,2014-06-10 11:14:00,46.0,4158.99,house21_event_1294,False
Appliance1,Aggregate,Base,2014-06-10 12:10:00,2014-06-10 13:11:00,61.0,7736.01,house21_event_1295,False
Appliance1,Aggregate,Base,2014-06-10 13:17:00,2014-06-10 14:25:00,68.0,6391.21,house21_event_1296,False
Appliance1,Aggregate,Base,2014-06-10 15:12:00,2014-06-10 16:11:00,59.0,5380.91,house21_event_1297,False
Appliance1,Aggregate,Base,2014-06-10 17:00:00,2014-06-10 17:53:00,53.0,4862.96,house21_event_1298,False
Appliance1,Aggregate,Base,2014-06-10 18:46:00,2014-06-10 19:53:00,67.0,6007.61,house21_event_1299,False
Appliance1,Aggregate,Base,2014-06-10 20:40:00,2014-06-10 21:25:00,45.0,3979.64,house21_event_1300,False
Appliance1,Aggregate,Base,2014-06-10 22:21:00,2014-06-10 23:05:00,44.0,3934.35,house21_event_1301,False
Appliance1,Aggregate,Base,2014-06-11 00:03:00,2014-06-11 00:47:00,44.0,3984.6,house21_event_1302,False
Appliance1,Aggregate,Base,2014-06-11 01:47:00,2014-06-11 02:30:00,43.0,3906.94,house21_event_1303,False
Appliance1,Aggregate,Base,2014-06-11 03:31:00,2014-06-11 04:15:00,44.0,3956.09,house21_event_1304,False
Appliance1,Aggregate,Base,2014-06-11 05:17:00,2014-06-11 06:01:00,44.0,3881.99,house21_event_1305,False
Appliance1,Aggregate,Base,2014-06-11 06:57:00,2014-06-11 07:57:00,60.0,5705.17,house21_event_1306,False
Appliance1,Aggregate,Base,2014-06-11 08:48:00,2014-06-11 09:33:00,45.0,3991.0,house21_event_1307,False
Appliance1,Aggregate,Base,2014-06-11 10:28:00,2014-06-11 11:11:00,43.0,2282.77,house21_event_1308,False
Appliance1,Aggregate,Base,2014-06-11 12:06:00,2014-06-11 12:50:00,44.0,3942.9,house21_event_1309,False
